RowId,index,ra,dec,type,const,mag,name,rarad,decrad,bf,bayer,flam,spect,lum,ci,gl,comp,hyg_id,comp_primary,base,id,r1,r2,angle,dso_source,id1,cat1,id2,cat2,dupid,dupcat,display_mag
STAR-12788,,19.904134,8.461453,Star,Aql,4.71,,,,59Xi  Aql,Xi,59.0,K0III,36.04126286491436,1.023,,1,97627,97627,,,,,,,,,,,,,
STAR-12789,,19.904931,-23.941071,Star,Sgr,6.22,,,,,,,K3/K4V,0.5587274389940199,1.017,Gl 770,1,97633,97633,,,,,,,,,,,,,
STAR-12790,,19.908632,24.319388,Star,Vul,5.56,,,,,,,A0III,108.243044760913,-0.018,,1,97650,97650,,,,,,,,,,,,,
STAR-12791,,19.910459,-8.227289,Star,Aql,5.7,,,,57    Aql,,57.0,B7Vn,100.0,-0.079,,1,97655,97655,,,,,,,,,,,,,
STAR-12792,,19.910573,-8.237048,Star,Aql,6.49,,,,57    Aql,,57.0,B8V,53.554997084011326,-0.04,,1,97656,97656,,,,,,,,,,,,,
STAR-12793,,19.911167,7.140353,Star,Aql,6.14,,,,,,,A2V,20.37980386287056,0.043,,1,97659,97659,,,,,,,,,,,,,
STAR-12794,,19.911235,-61.170792,Star,Pav,6.21,,,,,,,A3V,37.84425847170932,0.163,,1,97660,97660,,,,,,,,,,,,,
STAR-12795,,19.912325,22.429233,Star,Vul,6.73,,,,,,,K4II-III,221.0039317349184,1.508,,1,97668,97668,,,,,,,,,,,,,
STAR-12796,,19.912444,0.273627,Star,Aql,5.6,,,,58    Aql,,58.0,A0III,65.04291550788011,0.098,,1,97669,97669,,,,,,,,,,,,,
STAR-12797,,19.913403,36.995676,Star,Cyg,5.79,,,,,,,Fp,572.7960309858292,0.773,,1,97674,97674,,,,,,,,,,,,,
STAR-12798,,19.913728,64.721219,Star,Dra,6.91,,,,,,,G5,210.280983703774,1.158,,1,97677,97677,,,,,,,,,,,,,
STAR-12799,,19.913907,60.61497,Star,Dra,6.94,,,,,,,M0III,364.7539469256077,1.64,,1,97678,97678,,,,,,,,,,,,,
STAR-12800,,19.918085,-33.046252,Star,Sgr,6.47,,,,,,,K2/K3III,301.7171522601772,1.487,,1,97700,97700,,,,,,,,,,,,,
STAR-12801,,19.91811,47.540999,Star,Cyg,6.72,,,,,,,K0,33.32728995761377,1.059,,1,97702,97702,,,,,,,,,,,,,
STAR-12802,,19.918473,30.194898,Star,Cyg,6.58,,,,,,,B6V,139.95873225726177,-0.081,,1,97706,97706,,,,,,,,,,,,,
STAR-12803,,19.921026,-41.868288,Star,Sgr,4.12,,,,Iot Sgr,Iot,,K0III,60.869537233490085,1.063,,1,97721,97721,,,,,,,,,,,,,
STAR-12804,,19.921887,6.406763,Star,Aql,3.71,Alshain,,,60Bet Aql,Bet,60.0,G8IVvar,5.360434578161428,0.855,Gl 771A,1,97725,97725,,,,,,,,,,,,,
STAR-12805,,19.922083,-6.73478,Star,Aql,6.49,,,,,,,F2V,14.791083881682072,0.391,,1,97727,97727,,,,,,,,,,,,,
STAR-12806,,19.922793,58.250193,Star,Cyg,6.1,,,,,,,G9III,57.12155216230428,1.021,,1,97733,97733,,,,,,,,,,,,,
STAR-12807,,19.923342,-19.292863,Star,Sgr,6.87,,,,,,,F0V,11.934383792107957,0.375,,1,97734,97734,,,,,,,,,,,,,
STAR-12808,,19.927167,52.438948,Star,Cyg,4.91,,,,24Psi Cyg,Psi,24.0,A4Vn,70.46930689671467,0.124,,1,97744,97744,,,,,,,,,,,,,
STAR-12809,,19.927947,40.1729,Star,Cyg,6.59,,,,,,,K2,276.18494420752944,1.439,,1,97747,97747,,,,,,,,,,,,,
STAR-12810,,19.930651,-26.299506,Star,Sgr,4.7,,,,58Ome Sgr,Ome,58.0,G3/G5III,7.755324957585906,0.748,,1,97755,97755,,,,,,,,,,,,,
STAR-12811,,19.931045,38.486705,Star,Cyg,4.95,,,,22    Cyg,,22.0,B5IV,1784.8429164980066,-0.086,,1,97757,97757,,,,,,,,,,,,,
STAR-12812,,19.931685,47.090055,Star,Cyg,6.88,,,,,,,A2,32.96097121774578,0.164,,1,97760,97760,,,,,,,,,,,,,
STAR-12813,,19.932051,58.845969,Star,Cyg,4.98,,,,,,,K5II-III,700.164359372975,1.584,,1,97762,97762,,,,,,,,,,,,,
STAR-12814,,19.932573,10.20719,Star,Aql,6.81,,,,,,,G5,46.6015111702184,0.903,,1,97768,97768,,,,,,,,,,,,,
STAR-12815,,19.933684,16.634799,Star,Sge,5.71,,,,10    Sge,,10.0,G5Ibv SB,45289757.99036214,0.903,,1,97774,97774,,,,,,,,,,,,,
STAR-12816,,19.933787,-81.34984,Star,Oct,6.39,,,,,,,K3/K4III,125.08349283740652,1.402,,1,97775,97775,,,,,,,,,,,,,
STAR-12817,,19.936275,-38.326537,Star,Sgr,6.62,,,,,,,M1III,19588446.73505993,1.705,,1,97788,97788,,,,,,,,,,,,,
STAR-12818,,19.937292,11.423721,Star,Aql,5.28,,,,61Phi Aql,Phi,61.0,A1IV,30.47894989627983,0.014,,1,97792,97792,,,,,,,,,,,,,
STAR-12819,,19.938438,35.083424,Star,Cyg,3.89,,,,21Eta Cyg,Eta,21.0,K0IIIvar,41.45720317867256,1.019,,1,97799,97799,,,,,,,,,,,,,
STAR-12820,,19.938622,56.687017,Star,Cyg,6.16,,,,,,,A4Vn,17.522658618857076,0.09,,1,97800,97800,,,,,,,,,,,,,
STAR-12821,,19.943826,23.888552,Star,Vul,6.97,,,,,,,K2,479.5125740813503,1.442,,1,97820,97820,,,,,,,,,,,,,
STAR-12822,,19.944912,30.947229,Star,Cyg,6.8,,,,,,,G2III,14.387985782558452,0.646,,1,97827,97827,,,,,,,,,,,,,
STAR-12823,,19.945595,36.250599,Star,Cyg,6.03,,,,,,,B5IV,341.9794425137087,-0.14,,1,97832,97832,,,,,,,,,,,,,
STAR-12824,,19.94588,50.902523,Star,Cyg,6.46,,,,,,,A1V,24.84276893696803,0.003,,1,97835,97835,,,,,,,,,,,,,
STAR-12825,,19.946975,-30.570183,Star,Sgr,6.55,,,,,,,A4IV/V,15.417004529495593,0.184,,1,97841,97841,,,,,,,,,,,,,
STAR-12826,,19.947159,23.776792,Star,Vul,6.79,,,,,,,F0,13.867558288718882,0.328,,1,97843,97843,,,,,,,,,,,,,
STAR-12827,,19.94912,-27.169899,Star,Sgr,4.54,,,,59    Sgr,,59.0,K3III,866.1637419723033,1.462,,1,97851,97851,,,,,,,,,,,,,
STAR-12828,,19.949361,-57.925641,Star,Pav,6.55,,,,,,,K4II,248.4276893696803,1.535,,1,97852,97852,,,,,,,,,,,,,
STAR-12829,,19.950117,20.998294,Star,Sge,6.62,,,,,,,A2IV,69.75896043328048,0.075,,1,97858,97858,,,,,,,,,,,,,
STAR-12830,,19.951749,-58.901351,Star,Pav,5.24,,,,,,,B9.5IV,50.90963695230937,0.014,,1,97863,97863,,,,,,,,,,,,,
STAR-12831,,19.952305,30.777475,Star,Cyg,6.96,,,,,,,A0,46.81661397243642,-0.031,,1,97871,97871,,,,,,,,,,,,,
STAR-12832,,19.953677,0.352058,Star,Aql,6.97,,,,,,,A0,19.49844599758045,0.069,,1,97880,97880,,,,,,,,,,,,,
STAR-12833,,19.953852,40.367824,Star,Cyg,5.46,,,,,,,B5V,659.4775259494854,-0.09,,1,97883,97883,,,,,,,,,,,,,
STAR-12834,,19.956578,28.693893,Star,Vul,6.78,,,,,,,G8III,155.16722739072335,0.915,,1,97898,97898,,,,,,,,,,,,,
STAR-12835,,19.95687,-6.697909,Star,Aql,6.56,,,,,,,G5,17.98042695177437,1.017,,1,97899,97899,,,,,,,,,,,,,
STAR-12836,,19.958063,38.458258,Star,Cyg,6.68,,,,,,,A2,222.02403953450764,0.025,,1,97902,97902,,,,,,,,,,,,,
STAR-12837,,19.961469,-38.058851,Star,Sgr,6.55,,,,,,,F3V,5.248074602497725,0.416,,1,97915,97915,,,,,,,,,,,,,
STAR-12838,,19.962624,16.789163,Star,Sge,5.54,,,,11    Sge,,11.0,B9III,103.2761405761398,-0.048,,1,97923,97923,,,,,,,,,,,,,
STAR-12839,,19.965588,42.260771,Star,Cyg,6.44,,,,,,,A3V,245.2449086072021,0.095,,1,97941,97941,,,,,,,,,,,,,
STAR-12840,,19.965842,-15.49149,Star,Sgr,5.01,,,,61    Sgr,,61.0,A2V,57.22687092228429,0.055,,1,97947,97947,,,,,,,,,,,,,
STAR-12841,,19.970374,-36.686925,Star,Sgr,6.95,,,,,,,F2V,7.670081876935098,0.371,,1,97976,97976,,,,,,,,,,,,,
STAR-12842,,19.970636,16.493733,Star,Sge,6.86,,,,,,,B8,111.0708255918864,-0.021,,1,97980,97980,,,,,,,,,,,,,
STAR-12843,,19.974649,63.534135,Star,Dra,6.15,,,,,,,A3V,56.65001119195331,0.035,,1,97997,97997,,,,,,,,,,,,,
STAR-12844,,19.975704,-3.553725,Star,Aql,6.79,,,,,,,K5,1125.122992965767,1.925,,1,98002,98002,,,,,,,,,,,,,
STAR-12845,,19.975727,7.920677,Star,Aql,6.77,,,,,,,K0,13.121998990192028,0.902,,1,98003,98003,,,,,,,,,,,,,
STAR-12846,,19.97621,38.105693,Star,Cyg,6.33,,,,,,,B5IV,496.59232145033576,-0.09,,1,98009,98009,,,,,,,,,,,,,
STAR-12847,,19.977216,30.983665,Star,Cyg,5.51,,,,,,,B9Vn,110.76434916697433,-0.06,,1,98014,98014,,,,,,,,,,,,,
STAR-12848,,19.978116,-69.163957,Star,Pav,5.74,,,,,,,Am,21.65708494710074,0.224,,1,98021,98021,,,,,,,,,,,,,
STAR-12849,,19.97828,70.366949,Star,Dra,6.32,,,,,,,G8III,49.24929296050272,0.868,,1,98022,98022,,,,,,,,,,,,,
STAR-12850,,19.978843,1.666467,Star,Aql,6.75,,,,,,,K0,63.50384185040407,1.217,,1,98025,98025,,,,,,,,,,,,,
STAR-12851,,19.979285,19.492148,Star,Sge,3.51,,,,12Gam Sge,Gam,12.0,K5III,215.77444091526667,1.571,,1,98026,98026,,,,,,,,,,,,,
STAR-12852,,19.981011,35.497756,Star,Cyg,6.99,,,,,,,A0,63.62092805735179,0.031,,1,98032,98032,,,,,,,,,,,,,
STAR-12853,,19.981374,-68.762583,Star,Pav,6.38,,,,,,,A2V,27.31492422089182,0.164,,1,98035,98035,,,,,,,,,,,,,
STAR-12854,,19.982338,-30.538384,Star,Sgr,6.27,,,,,,,K1III,9.36698877952116,1.051,,1,98040,98040,,,,,,,,,,,,,
STAR-12855,,19.982555,-26.195767,Star,Sgr,4.84,,,,60    Sgr,,60.0,G8II/III,93.15367652385744,0.882,,1,98042,98042,,,,,,,,,,,,,
STAR-12856,,19.985856,27.512638,Star,Vul,6.85,,,,,,,K2II,106.36530750764376,1.285,,1,98060,98060,,,,,,,,,,,,,
STAR-12857,,19.986261,23.101281,Star,Vul,5.68,,,,14    Vul,,14.0,F0,11.230523475410829,0.345,,1,98064,98064,,,,,,,,,,,,,
STAR-12858,,19.986682,11.305567,Star,Aql,6.52,,,,,,,K0,21478304.741305333,1.078,,1,98066,98066,,,,,,,,,,,,,
STAR-12859,,19.987595,52.055691,Star,Cyg,6.14,,,,,,,B5III,173.62009919014173,-0.183,,1,98068,98068,,,,,,,,,,,,,
STAR-12860,,19.98891,84.668644,Star,Dra,6.8,,,,,,,A2,14.996848355023731,0.168,,1,98071,98071,,,,,,,,,,,,,
STAR-12861,,19.989006,45.772541,Star,Cyg,5.92,,,,,,,A5III,71.97803728026993,0.185,,1,98072,98072,,,,,,,,,,,,,
STAR-12862,,19.989623,1.377696,Star,Aql,6.17,,,,,,,G8III,164.13454667021404,1.129,,1,98074,98074,,,,,,,,,,,,,
STAR-12863,,19.992792,-22.211319,Star,Sgr,6.77,,,,,,,A3IV,130.85791612450996,0.246,,1,98088,98088,,,,,,,,,,,,,
STAR-12864,,19.993522,76.481392,Star,Dra,6.2,,,,69    Dra,,69.0,M3III,75.02396279074637,1.61,,1,98090,98090,,,,,,,,,,,,,
STAR-12865,,19.994203,31.826504,Star,Cyg,6.64,,,,,,,A0,48.61832584649838,0.0,,1,98091,98091,,,,,,,,,,,,,
STAR-12866,,19.994866,-1.970402,Star,Aql,6.71,,,,,,,A2,18.03017740859569,0.066,,1,98095,98095,,,,,,,,,,,,,
STAR-12867,,19.995605,-35.276305,Star,Sgr,4.37,,,,The1Sgr,The-1,,B2.5IV,393.3688806732022,-0.15,,1,98101,98101,,,,,,,,,,,,,
STAR-12868,,19.996485,-9.958238,Star,Aql,5.87,,,,,,,F8V,1.9266374595240805,0.598,Gl 773.3,1,98105,98105,,,,,,,,,,,,,
STAR-12869,,19.997595,-34.697799,Star,Sgr,5.3,,,,The2Sgr,The-2,,A4/A5IV,15.545331940607856,0.17,,1,98110,98110,,,,,,,,,,,,,
STAR-12870,,19.998665,37.042885,Star,Cyg,5.15,,,,25    Cyg,,25.0,B3IV,1243.9416235583085,-0.133,,1,98114,98114,,,,,,,,,,,,,
STAR-12871,,20.000919,17.516511,Star,Sge,5.33,,,,13    Sge,,13.0,M4IIIa,627.4801619978521,1.576,,1,98127,98127,,,,,,,,,,,,,
STAR-12872,,20.002303,17.610753,Star,Sge,6.98,,,,,,,K0,625.1726927756862,1.523,,1,98132,98132,,,,,,,,,,,,,
STAR-12873,,20.002322,-50.216706,Star,Tel,6.67,,,,,,,F2IV/V,2.995021883751126,0.404,,1,98133,98133,,,,,,,,,,,,,
STAR-12874,,20.004266,26.187887,Star,Vul,6.49,,,,,,,G8II,1412.5375446227554,1.132,,1,98147,98147,,,,,,,,,,,,,
STAR-12875,,20.004425,-37.701719,Star,Sgr,5.95,,,,,,,G8/K0III,42.150234972104414,0.989,,1,98150,98150,,,,,,,,,,,,,
STAR-12876,,20.005621,-33.703452,Star,Sgr,5.65,,,,,,,F7V,2.1617227843354705,0.498,Gl 773.4,1,98159,98159,,,,,,,,,,,,,
STAR-12877,,20.005904,3.331936,Star,Aql,6.7,,,,,,,G9III,198.24397628726396,1.281,,1,98163,98163,,,,,,,,,,,,,
STAR-12878,,20.006418,-66.94936,Star,Pav,5.75,,,,Mu 1Pav,Mu-1,,K0IV,23.42070694793825,1.033,,1,98167,98167,,,,,,,,,,,,,
STAR-12879,,20.007042,-49.350946,Star,Tel,6.18,,,,,,,K0III,31.622776601683796,1.056,,1,98171,98171,,,,,,,,,,,,,
STAR-12880,,20.007356,-43.043302,Star,Sgr,6.11,,,,,,,M0III,360.0808291734827,1.634,,1,98174,98174,,,,,,,,,,,,,
STAR-12881,,20.009845,-72.910504,Star,Pav,3.97,,,,Eps Pav,Eps,,A0V,23.334580622810037,-0.032,,1,98184,98184,,,,,,,,,,,,,
STAR-12882,,20.011151,-49.608652,Star,Tel,6.75,,,,,,,M4III,59.59365192559373,1.386,,1,98189,98189,,,,,,,,,,,,,
STAR-12883,,20.012447,36.589732,Star,Cyg,6.72,,,,,,,B9,115.6644774165645,-0.077,,1,98198,98198,,,,,,,,,,,,,
STAR-12884,,20.013424,-45.112918,Star,Sgr,5.8,,,,,,,A8III,27.59306855817509,0.295,,1,98201,98201,,,,,,,,,,,,,
STAR-12885,,20.015545,-74.012562,Star,Pav,6.58,,,,,,,K1III,43.571248050308405,1.038,,1,98211,98211,,,,,,,,,,,,,
STAR-12886,,20.016317,31.230461,Star,Cyg,6.93,,,,,,,B7V,136.8989130700734,-0.106,,1,98214,98214,,,,,,,,,,,,,
STAR-12887,,20.016383,8.557735,Star,Aql,5.9,,,,,,,K5III,171.39573075084252,1.529,,1,98215,98215,,,,,,,,,,,,,
STAR-12888,,20.016863,-64.807884,Star,Pav,6.83,,,,,,,F3IV,2.777154235884664,0.412,,1,98222,98222,,,,,,,,,,,,,
STAR-12889,,20.018346,27.753573,Star,Vul,4.66,,,,15    Vul,,15.0,A4III,62.57487633544405,0.184,,1,98232,98232,,,,,,,,,,,,,
STAR-12890,,20.020917,37.098996,Star,Cyg,6.23,,,,,,,K0III,183.48476077555392,1.314,,1,98252,98252,,,,,,,,,,,,,
STAR-12891,,20.022655,50.104695,Star,Cyg,5.06,,,,26    Cyg,,26.0,K1II-III,146.15039720061645,1.122,,1,98260,98260,,,,,,,,,,,,,
STAR-12892,,20.023291,-22.737307,Star,Sgr,6.01,,,,,,,K0III,39.81071705534971,0.981,,1,98263,98263,,,,,,,,,,,,,
STAR-12893,,20.02367,-47.397345,Star,Tel,6.96,,,,,,,F2IV,14.969248567600369,0.356,,1,98266,98266,,,,,,,,,,,,,
STAR-12894,,20.024084,10.748619,Star,Aql,6.97,,,,,,,F2...,9.212977276685557,0.44,,1,98267,98267,,,,,,,,,,,,,
STAR-12895,,20.024104,-40.814336,Star,Sgr,6.31,,,,,,,A2/A3V,26.01357256653131,0.113,,1,98268,98268,,,,,,,,,,,,,
STAR-12896,,20.024594,64.820974,Star,Dra,5.22,,,,64    Dra,,64.0,M1III,230.9936280173185,1.598,,1,98272,98272,,,,,,,,,,,,,
STAR-12897,,20.029086,24.800423,Star,Vul,5.88,,,,,,,B4V,424.619563946313,-0.134,,1,98297,98297,,,,,,,,,,,,,
STAR-12898,,20.029093,-59.375893,Star,Pav,4.95,,,,,,,M6III,193.73139245819556,1.356,,1,98298,98298,,,,,,,,,,,,,
STAR-12899,,20.02923,44.119046,Star,Cyg,6.95,,,,,,,M0II-III,118.03206356517298,1.62,,1,98299,98299,,,,,,,,,,,,,
STAR-12900,,20.03123,-66.943966,Star,Pav,5.32,,,,Mu 2Pav,Mu-2,,K2IVCN...,34.07218616593573,1.218,,1,98313,98313,,,,,,,,,,,,,
STAR-12901,,20.032096,31.117568,Star,Cyg,6.61,,,,,,,B7V,484.3953885478404,-0.076,,1,98318,98318,,,,,,,,,,,,,
STAR-12902,,20.032944,-13.637217,Star,Sgr,5.69,,,,63    Sgr,,63.0,A1IV,38.19442708400464,0.079,,1,98321,98321,,,,,,,,,,,,,
STAR-12903,,20.03373,24.938043,Star,Vul,5.23,,,,16    Vul,,16.0,F2III,32.568668220166984,0.374,,1,98324,98324,,,,,,,,,,,,,
STAR-12904,,20.036267,-4.989795,Star,Aql,6.7,,,,,,,A0,31.768740706497702,0.162,,1,98331,98331,,,,,,,,,,,,,
STAR-12905,,20.038852,13.909385,Star,Aql,6.66,,,,,,,K2,179.80426951774368,1.257,,1,98345,98345,,,,,,,,,,,,,
STAR-12906,,20.03894,64.634419,Star,Dra,6.27,,,,65    Dra,,65.0,G7III:,33.02174352670766,0.927,,1,98346,98346,,,,,,,,,,,,,
STAR-12907,,20.039473,22.151458,Star,Vul,6.5,,,,,,,B1Iab,639.1458891858142,0.127,,1,98349,98349,,,,,,,,,,,,,
STAR-12908,,20.0407,79.68101,Star,Dra,6.7,,,,,,,K0,136.64696807404644,0.911,,1,98355,98355,,,,,,,,,,,,,
STAR-12909,,20.043395,-45.196017,Star,Tel,6.56,,,,,,,K1III,89.86694950475258,1.228,,1,98370,98370,,,,,,,,,,,,,
STAR-12910,,20.044299,-27.709845,Star,Sgr,4.43,,,,62    Sgr,,62.0,M4III,278.48384078050054,1.64,,1,98375,98375,,,,,,,,,,,,,
STAR-12911,,20.044802,12.358739,Star,Aql,6.73,,,,,,,K5,297.3034849677023,1.505,,1,98377,98377,,,,,,,,,,,,,
STAR-12912,,20.04612,14.58269,Star,Aql,6.67,,,,,,,K0,436.5158322401661,0.986,,1,98382,98382,,,,,,,,,,,,,
STAR-12913,,20.046281,37.812793,Star,Cyg,6.92,,,,,,,Am,89.70156084148144,0.259,,1,98384,98384,,,,,,,,,,,,,
STAR-12914,,20.046474,28.514827,Star,Vul,6.93,,,,,,,A1V,293.49452222697926,-0.015,,1,98386,98386,,,,,,,,,,,,,
STAR-12915,,20.046892,31.958832,Star,Cyg,6.39,,,,,,,K1III,198.79250210418817,1.205,,1,98388,98388,,,,,,,,,,,,,
STAR-12916,,20.04696,67.873565,Star,Dra,4.51,,,,67Rho Dra,Rho,67.0,K3III,236.15655239177184,1.313,,1,98389,98389,,,,,,,,,,,,,
STAR-12917,,20.047824,10.911702,Star,Aql,6.92,,,,,,,A2,11.673470764921923,0.14,,1,98392,98392,,,,,,,,,,,,,
STAR-12918,,20.050718,18.295463,Star,Sge,6.84,,,,,,,G0,6.546361740672747,0.616,,1,98406,98406,,,,,,,,,,,,,
STAR-12919,,20.053498,4.73026,Star,Aql,6.56,,,,,,,K5,152.05475297324955,1.54,,1,98417,98417,,,,,,,,,,,,,
STAR-12920,,20.054555,18.500993,Star,Sge,5.99,,,,,,,K3Iab:,215.37733556621748,1.42,,1,98425,98425,,,,,,,,,,,,,
STAR-12921,,20.058167,36.02514,Star,Cyg,6.62,,,,,,,Oe+...,1456.1294986160565,0.148,,1,98440,98440,,,,,,,,,,,,,
STAR-12922,,20.058338,16.031255,Star,Aql,5.73,,,,,,,B9MNp...,170.29425618775485,-0.095,,1,98441,98441,,,,,,,,,,,,,
STAR-12923,,20.059291,-37.940699,Star,Sgr,4.77,,,,,,,K4III,135.89391171008015,1.417,,1,98448,98448,,,,,,,,,,,,,
STAR-12924,,20.059782,-38.852536,Star,Sgr,6.91,,,,,,,Ap...,43.691806338528814,0.252,,1,98450,98450,,,,,,,,,,,,,
STAR-12925,,20.060001,-37.528544,Star,Sgr,6.85,,,,,,,G8IV,53.752664878674445,1.031,,1,98453,98453,,,,,,,,,,,,,
STAR-12926,,20.060373,29.896805,Star,Cyg,5.73,,,,,,,G6IV+...,1.117892390711744,0.749,Gl 777A,1,98454,98454,,,,,,,,,,,,,
STAR-12927,,20.060777,22.941058,Star,Vul,6.45,,,,,,,K2,49.84252094042599,1.028,,1,98459,98459,,,,,,,,,,,,,
STAR-12928,,20.061733,21.496501,Star,Sge,6.62,,,,,,,M0,178.81337486902157,1.645,,1,98467,98467,,,,,,,,,,,,,
STAR-12929,,20.06208,29.989458,Star,Cyg,6.8,,,,,,,G5Ib-II,574.3809134963176,1.165,,1,98470,98470,,,,,,,,,,,,,
STAR-12930,,20.062309,-22.595595,Star,Sgr,6.44,,,,,,,F7V,8.637737465291838,0.503,,1,98472,98472,,,,,,,,,,,,,
STAR-12931,,20.063782,14.982987,Star,Aql,6.83,,,,,,,G0Ia,16143585.56826487,0.874,,1,98475,98475,,,,,,,,,,,,,
STAR-12932,,20.066497,17.122988,Star,Sge,6.91,,,,,,,A2,48.70796664925366,0.114,,1,98487,98487,,,,,,,,,,,,,
STAR-12933,,20.067,-7.469474,Star,Aql,6.68,,,,,,,F4III,10.63653075076438,0.347,,1,98495,98495,,,,,,,,,,,,,
STAR-12934,,20.067407,-37.87649,Star,Sgr,6.91,,,,,,,G1V,1.1460405911366025,0.614,,1,98498,98498,,,,,,,,,,,,,
STAR-12935,,20.068399,17.070173,Star,Sge,5.8,,,,15    Sge,,15.0,G1V,1.315830655095919,0.6,Gl 779,1,98504,98504,,,,,,,,,,,,,
STAR-12936,,20.068976,7.277966,Star,Aql,5.51,,,,63Tau Aql,Tau,63.0,K0III,109.24460532267928,1.063,,1,98508,98508,,,,,,,,,,,,,
STAR-12937,,20.070271,31.243217,Star,Cyg,6.88,,,,,,,F0III,19.03706531742076,0.271,,1,98516,98516,,,,,,,,,,,,,
STAR-12938,,20.070587,17.73486,Star,Sge,6.87,,,,,,,F2Ib,682.3386941416691,0.512,,1,98520,98520,,,,,,,,,,,,,
STAR-12939,,20.072108,-32.056296,Star,Sgr,4.99,,,,,,,K1III/IV,69.82324040771711,1.208,,1,98527,98527,,,,,,,,,,,,,
STAR-12940,,20.073098,-0.709309,Star,Aql,5.67,,,,62    Aql,,62.0,K4III,76.84223711000263,1.301,,1,98529,98529,,,,,,,,,,,,,
STAR-12941,,20.074092,73.909455,Star,Dra,6.91,,,,,,,K0,40.85074676631249,0.909,,1,98538,98538,,,,,,,,,,,,,
STAR-12942,,20.074665,48.229664,Star,Cyg,6.16,,,,,,,A2IV,100.73954848112513,0.037,,1,98543,98543,,,,,,,,,,,,,
STAR-12943,,20.076715,32.218598,Star,Cyg,5.62,,,,,,,B1.5Ia comp,49203953.56814511,0.76,,1,98548,98548,,,,,,,,,,,,,
STAR-12944,,20.079032,63.890207,Star,Dra,6.24,,,,,,,A2II-III,17.426091898259305,0.1,,1,98557,98557,,,,,,,,,,,,,
STAR-12945,,20.081502,68.027159,Star,Dra,6.32,,,,,,,M3IIIa,283.1391995799379,1.649,,1,98575,98575,,,,,,,,,,,,,
STAR-12946,,20.08294,23.210379,Star,Vul,6.54,,,,,,,A5Vn,29.675633580735287,0.168,,1,98582,98582,,,,,,,,,,,,,
STAR-12947,,20.084837,-11.599413,Star,Aql,6.38,,,,,,,F1III,1283.5121968394965,0.543,,1,98594,98594,,,,,,,,,,,,,
STAR-12948,,20.085207,51.839398,Star,Cyg,6.14,,,,,,,M1IIIa,146.55478409559117,1.601,,1,98599,98599,,,,,,,,,,,,,
STAR-12949,,20.085527,-46.096999,Star,Tel,6.96,,,,,,,K3/K4III,92.7256742580594,1.478,,1,98602,98602,,,,,,,,,,,,,
STAR-12950,,20.08597,19.991071,Star,Sge,5.09,,,,16Eta Sge,Eta,16.0,K2III,19.37313924581955,1.058,,1,98604,98604,,,,,,,,,,,,,
STAR-12951,,20.086039,38.478457,Star,Cyg,6.18,,,,,,,G5IV,1.0375284158180118,0.654,GJ 1249,1,98605,98605,,,,,,,,,,,,,
STAR-12952,,20.086149,2.118794,Star,Aql,6.77,,,,,,,F8,6.798294904549553,0.479,,1,98606,98606,,,,,,,,,,,,,
STAR-12953,,20.088983,0.454498,Star,Aql,6.93,,,,,,,A0,185.1825243638178,0.049,,1,98629,98629,,,,,,,,,,,,,
STAR-12954,,20.089306,56.341422,Star,Cyg,6.19,,,,,,,F4V,7.481695005111542,0.437,,1,98630,98630,,,,,,,,,,,,,
STAR-12955,,20.090517,-34.666891,Star,Sgr,6.99,,,,,,,A0IV,63.09573444801933,0.008,,1,98635,98635,,,,,,,,,,,,,
STAR-12956,,20.090649,-12.665163,Star,Sgr,6.53,,,,65    Sgr,,65.0,A0V,32.93062701752084,0.05,,1,98637,98637,,,,,,,,,,,,,
STAR-12957,,20.090707,15.500412,Star,Aql,6.37,,,,,,,M2  comp,39.30067413418532,1.615,,1,98638,98638,,,,,,,,,,,,,
STAR-12958,,20.092216,-67.320897,Star,Pav,6.07,,,,,,,G2V,1.021409751989849,0.648,Gl 776,1,98643,98643,,,,,,,,,,,,,
STAR-12959,,20.09223,-32.999837,Star,Sgr,6.53,,,,,,,B4III,145.8814260275349,-0.069,,1,98644,98644,,,,,,,,,,,,,
STAR-12960,,20.092444,61.99542,Star,Dra,5.4,,,,66    Dra,,66.0,K3III,16.73400906839313,1.191,,1,98646,98646,,,,,,,,,,,,,
STAR-12961,,20.095641,22.797196,Star,Vul,6.91,,,,,,,A0,228.8758657062362,0.039,,1,98672,98672,,,,,,,,,,,,,
STAR-12962,,20.098891,4.775549,Star,Aql,6.96,,,,,,,A0,16.811249744769597,0.099,,1,98682,98682,,,,,,,,,,,,,
STAR-12963,,20.099257,35.788372,Star,Cyg,6.77,,,,,,,WN+...,17060823.890031207,0.127,,1,98686,98686,,,,,,,,,,,,,
STAR-12964,,20.103396,-4.07821,Star,Aql,6.47,,,,,,,K0,28.08018728116636,1.156,,1,98708,98708,,,,,,,,,,,,,
STAR-12965,,20.103823,53.165688,Star,Cyg,5.81,,,,,,,F5V,5.520774392807572,0.445,,1,98710,98710,,,,,,,,,,,,,
STAR-12966,,20.106055,35.972468,Star,Cyg,5.38,,,,27    Cyg,,27.0,K0IV,3.518843888209582,0.85,,1,98715,98715,,,,,,,,,,,,,
STAR-12967,,20.106949,39.098675,Star,Cyg,6.86,,,,,,,K5III,155.3102075232846,1.546,,1,98719,98719,,,,,,,,,,,,,
